CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
CUST000553,0,49.2,Tablet,Tier 1,37.0,Debit Card,Female,0.1,4,Fashion,2,Divorced,13,0,12.7,2,3,23.3,240.11
CUST000554,0,53.1,Computer,Tier 2,43.2,Cash on Delivery,Female,1.8,2,Mobile Phone,5,Divorced,14,0,21.9,0,2,24.8,134.7
CUST000555,1,13.7,Tablet,Tier 1,107.1,UPI,Male,0.4,1,Grocery,4,Married,17,0,11.8,7,8,34.2,180.27
CUST000556,0,12.7,Mobile Phone,Tier 1,11.1,E-wallet,Male,1.3,2,Fashion,5,Single,12,1,11.5,16,7,11.4,139.93
CUST000557,0,36.7,Tablet,Tier 2,61.7,UPI,Female,0.5,3,Laptop & Accessory,1,Married,20,0,12.6,12,9,10.6,166.41
CUST000558,0,24.7,Mobile Phone,Tier 2,51.3,Cash on Delivery,Female,0.5,2,Others,5,Married,13,0,25.5,13,8,43.7,238.44
CUST000559,1,50.4,Mobile Phone,Tier 1,43.6,E-wallet,Male,1.0,1,Mobile Phone,2,Divorced,20,1,25.1,4,11,1.3,184.43
CUST000560,0,54.0,Computer,Tier 1,39.9,UPI,Female,5.0,1,Fashion,3,Single,15,0,13.9,5,4,6.4,188.66
CUST000561,1,21.2,Computer,Tier 3,16.1,Debit Card,Male,0.0,3,Laptop & Accessory,4,Married,21,1,13.4,5,16,26.2,221.42
CUST000562,0,14.2,Computer,Tier 1,43.4,Credit Card,Female,3.2,1,Fashion,5,Single,4,0,14.6,7,2,33.9,119.63
CUST000563,0,46.8,Computer,Tier 3,10.3,Credit Card,Male,0.7,3,Fashion,5,Single,22,0,18.7,12,14,24.7,266.23
CUST000564,0,16.5,Tablet,Tier 3,100.3,Debit Card,Female,4.6,3,Grocery,3,Married,2,1,19.5,3,13,16.3,190.38
CUST000565,0,49.4,Tablet,Tier 3,53.6,Credit Card,Male,0.5,1,Grocery,4,Single,18,0,14.3,16,2,45.0,208.09
CUST000566,0,25.4,Tablet,Tier 2,59.2,Credit Card,Male,4.8,5,Fashion,5,Divorced,2,0,22.3,4,2,32.4,319.22
CUST000567,0,40.1,Mobile Phone,Tier 2,114.0,Debit Card,Male,3.1,3,Laptop & Accessory,5,Divorced,15,0,15.6,2,14,38.2,177.48
CUST000568,0,5.7,Tablet,Tier 1,85.3,Debit Card,Male,0.0,1,Mobile Phone,2,Divorced,19,0,24.8,3,11,1.9,245.85
CUST000569,1,37.4,Tablet,Tier 3,6.0,UPI,Male,4.5,5,Mobile Phone,2,Divorced,15,0,20.9,4,12,10.9,188.31
CUST000570,0,27.1,Tablet,Tier 2,120.1,UPI,Female,2.6,3,Others,1,Single,20,1,17.5,13,6,17.2,301.21
CUST000571,0,35.2,Computer,Tier 2,33.9,Debit Card,Female,1.3,5,Others,3,Divorced,10,0,22.8,14,7,8.4,290.52
CUST000572,1,10.1,Tablet,Tier 2,18.1,Cash on Delivery,Male,3.8,4,Mobile Phone,4,Married,20,0,23.3,16,12,3.4,154.37
CUST000573,0,44.2,Mobile Phone,Tier 2,98.7,Credit Card,Female,4.6,6,Fashion,5,Divorced,11,0,15.4,5,6,10.4,255.64
CUST000574,0,51.8,Computer,Tier 2,66.1,UPI,Female,2.4,4,Fashion,5,Married,10,0,16.1,9,2,24.5,114.66
CUST000575,1,13.0,Mobile Phone,Tier 3,57.9,Credit Card,Female,1.6,5,Grocery,1,Married,5,1,25.0,15,4,32.0,316.72
CUST000576,1,5.7,Tablet,Tier 3,35.4,E-wallet,Female,3.9,3,Grocery,5,Divorced,9,1,13.5,16,3,35.6,178.52
CUST000577,0,1.4,Computer,Tier 3,71.8,Debit Card,Female,3.4,1,Others,3,Divorced,20,0,11.6,13,11,2.0,287.16
CUST000578,1,38.5,Mobile Phone,Tier 3,38.5,Cash on Delivery,Female,4.4,2,Mobile Phone,1,Single,19,0,17.8,11,13,19.7,171.65
CUST000579,0,36.4,Tablet,Tier 1,115.0,E-wallet,Male,3.5,1,Fashion,3,Married,13,0,23.0,8,4,5.6,242.37
CUST000580,0,32.8,Mobile Phone,Tier 3,31.3,E-wallet,Female,1.2,2,Mobile Phone,1,Divorced,18,0,22.6,14,5,19.8,321.31
CUST000581,0,13.9,Mobile Phone,Tier 2,112.9,E-wallet,Female,4.7,2,Laptop & Accessory,5,Single,17,0,24.8,11,7,20.0,297.27
CUST000582,1,23.5,Mobile Phone,Tier 3,73.2,Debit Card,Female,0.5,3,Mobile Phone,1,Divorced,6,0,19.0,13,14,22.9,136.08
CUST000583,0,35.7,Tablet,Tier 1,106.1,UPI,Male,1.3,5,Laptop & Accessory,2,Divorced,10,1,12.5,5,9,41.1,223.18
CUST000584,0,29.8,Tablet,Tier 2,92.0,Debit Card,Female,2.6,1,Grocery,4,Divorced,2,0,19.8,3,15,37.0,178.42
CUST000585,0,59.3,Mobile Phone,Tier 3,90.0,UPI,Female,2.8,5,Grocery,5,Married,6,1,22.7,11,11,29.3,197.73
CUST000586,0,8.2,Computer,Tier 3,44.6,E-wallet,Female,0.1,4,Others,4,Divorced,21,0,12.4,12,2,40.7,175.42
CUST000587,0,41.7,Computer,Tier 3,33.5,E-wallet,Male,3.9,3,Mobile Phone,5,Single,13,0,13.6,12,8,31.2,175.59
CUST000588,0,24.3,Tablet,Tier 2,30.7,Cash on Delivery,Female,1.8,3,Mobile Phone,4,Divorced,18,1,11.2,11,3,37.7,222.07
CUST000589,0,25.7,Tablet,Tier 2,109.6,UPI,Male,2.0,4,Laptop & Accessory,2,Divorced,7,0,19.9,2,9,25.9,143.19
CUST000590,0,43.1,Tablet,Tier 1,105.1,E-wallet,Female,4.0,1,Grocery,4,Single,2,1,24.3,2,10,24.2,220.91
CUST000591,0,41.5,Tablet,Tier 2,58.7,Credit Card,Male,1.9,6,Laptop & Accessory,1,Single,14,0,21.1,13,12,33.3,162.77
CUST000592,0,59.5,Tablet,Tier 2,21.2,Cash on Delivery,Male,0.2,4,Grocery,4,Married,5,0,25.7,9,16,0.9,165.02
CUST000593,0,7.7,Computer,Tier 3,51.6,Debit Card,Male,0.9,1,Laptop & Accessory,5,Married,18,1,11.9,16,4,31.8,266.22
CUST000594,0,6.2,Tablet,Tier 2,80.6,Cash on Delivery,Female,4.8,2,Grocery,3,Married,11,0,24.5,14,15,43.0,106.66
CUST000595,1,43.5,Mobile Phone,Tier 3,60.4,Credit Card,Male,0.4,3,Laptop & Accessory,4,Married,10,1,23.2,8,16,32.8,185.71
CUST000596,0,34.7,Mobile Phone,Tier 3,100.2,UPI,Male,1.8,1,Grocery,4,Single,11,1,15.7,3,3,1.7,191.7
CUST000597,0,16.4,Computer,Tier 2,126.7,Debit Card,Male,2.5,5,Laptop & Accessory,4,Divorced,2,0,25.6,14,10,17.4,209.15
CUST000598,0,4.8,Mobile Phone,Tier 1,28.3,Debit Card,Male,2.5,5,Mobile Phone,5,Divorced,15,0,15.3,15,6,37.2,250.53
CUST000599,0,5.1,Computer,Tier 1,61.1,UPI,Female,0.0,3,Others,4,Divorced,7,0,24.3,7,16,44.1,183.18
CUST000600,0,53.7,Computer,Tier 2,57.6,Cash on Delivery,Female,2.5,4,Laptop & Accessory,5,Married,9,0,24.2,16,10,17.0,147.96
CUST000601,0,11.5,Mobile Phone,Tier 1,42.1,E-wallet,Female,1.9,6,Others,5,Single,5,1,22.4,0,13,38.7,299.1
CUST000602,0,19.4,Tablet,Tier 3,29.2,Cash on Delivery,Female,4.9,4,Mobile Phone,3,Single,7,0,19.5,6,9,39.7,320.73
CUST000603,0,13.6,Mobile Phone,Tier 3,13.0,Credit Card,Male,0.8,1,Mobile Phone,1,Single,20,0,12.8,11,7,5.7,104.5
CUST000604,0,21.3,Mobile Phone,Tier 2,113.2,E-wallet,Female,1.8,4,Grocery,5,Divorced,2,0,19.0,15,4,38.9,222.96
CUST000605,0,4.2,Computer,Tier 1,56.2,Cash on Delivery,Male,2.1,3,Others,2,Married,3,0,16.4,0,3,14.9,176.88
CUST000606,0,31.1,Mobile Phone,Tier 1,65.6,UPI,Female,2.0,1,Fashion,4,Single,2,1,22.9,14,10,27.3,162.32
CUST000607,0,4.1,Computer,Tier 3,116.9,Credit Card,Female,3.3,2,Grocery,2,Married,21,0,22.4,6,4,24.8,175.53
CUST000608,0,48.0,Tablet,Tier 2,99.7,Credit Card,Female,1.1,4,Others,4,Single,22,1,24.7,16,3,30.5,243.75
CUST000609,0,14.0,Tablet,Tier 1,20.9,Credit Card,Male,1.1,4,Laptop & Accessory,3,Married,19,0,11.2,2,16,34.1,142.91
CUST000610,0,32.4,Tablet,Tier 2,74.0,E-wallet,Female,3.6,6,Laptop & Accessory,5,Single,4,0,23.1,10,12,20.3,305.39
CUST000611,0,52.8,Mobile Phone,Tier 1,59.0,Debit Card,Female,2.5,1,Mobile Phone,1,Married,20,0,25.1,5,3,40.9,204.88
CUST000612,1,39.1,Computer,Tier 3,102.3,E-wallet,Female,2.1,5,Fashion,5,Single,7,0,22.8,5,12,37.2,173.25
CUST000613,0,32.0,Tablet,Tier 3,93.4,Cash on Delivery,Male,0.8,4,Laptop & Accessory,4,Single,22,1,13.0,14,14,36.1,272.24
CUST000614,0,19.5,Computer,Tier 2,89.2,Debit Card,Female,0.9,3,Others,1,Married,7,0,12.2,6,13,21.1,103.68
CUST000615,1,20.0,Computer,Tier 3,46.5,Cash on Delivery,Female,0.1,4,Others,5,Married,17,1,11.3,10,9,1.7,197.17
CUST000616,1,40.2,Tablet,Tier 1,103.2,Debit Card,Male,0.5,6,Laptop & Accessory,1,Divorced,19,0,20.4,16,4,22.6,179.94
CUST000617,0,59.6,Tablet,Tier 3,11.4,E-wallet,Male,2.8,2,Others,4,Married,22,0,20.4,7,9,41.3,176.1
CUST000618,0,39.7,Computer,Tier 2,24.5,Credit Card,Female,4.5,6,Others,3,Single,16,0,25.8,7,12,8.8,175.84
CUST000619,1,33.5,Tablet,Tier 2,45.9,UPI,Female,1.4,4,Mobile Phone,3,Single,3,0,17.0,10,15,45.2,107.04
CUST000620,1,43.8,Computer,Tier 2,14.4,Credit Card,Female,1.6,5,Fashion,5,Married,15,0,16.0,2,10,37.2,134.23
CUST000621,0,27.9,Computer,Tier 1,33.7,E-wallet,Male,0.6,4,Mobile Phone,2,Divorced,14,0,20.4,13,5,32.7,131.92
CUST000622,0,3.6,Tablet,Tier 1,106.3,Debit Card,Male,1.9,1,Fashion,4,Married,15,1,23.4,8,7,31.1,322.44
CUST000623,0,33.7,Mobile Phone,Tier 1,120.7,Credit Card,Male,0.2,4,Others,5,Single,14,0,25.1,0,14,27.0,104.99
CUST000624,0,57.5,Tablet,Tier 1,42.2,E-wallet,Female,4.6,5,Fashion,5,Single,7,0,23.0,0,5,33.2,137.59
CUST000625,0,10.5,Mobile Phone,Tier 1,37.3,Cash on Delivery,Male,3.4,1,Others,3,Divorced,3,0,17.4,11,1,19.4,319.19
CUST000626,0,41.4,Computer,Tier 3,39.1,UPI,Female,5.0,3,Others,1,Married,17,0,20.5,10,2,38.9,241.36
CUST000627,0,12.1,Computer,Tier 1,38.9,Credit Card,Male,4.4,1,Mobile Phone,4,Single,10,1,23.8,0,11,32.0,201.4
CUST000628,1,32.1,Mobile Phone,Tier 1,9.4,Debit Card,Male,2.4,6,Mobile Phone,1,Single,15,0,18.4,11,15,35.5,117.72
CUST000629,0,5.8,Computer,Tier 3,118.1,Cash on Delivery,Male,2.6,2,Grocery,4,Single,6,0,14.3,16,5,36.5,250.67
CUST000630,0,27.0,Mobile Phone,Tier 1,31.1,E-wallet,Female,1.0,6,Laptop & Accessory,2,Married,17,0,13.5,14,6,4.2,131.01
CUST000631,1,45.4,Mobile Phone,Tier 2,56.2,UPI,Female,2.3,1,Grocery,3,Married,17,0,11.0,1,7,2.6,251.02
CUST000632,1,20.9,Computer,Tier 1,6.2,Debit Card,Female,4.5,3,Grocery,2,Divorced,14,0,21.8,15,2,36.8,320.31
CUST000633,0,39.9,Mobile Phone,Tier 1,109.7,E-wallet,Female,0.3,4,Fashion,5,Single,18,0,12.7,3,10,11.9,219.69
CUST000634,0,47.7,Tablet,Tier 2,94.2,E-wallet,Male,4.3,1,Others,3,Single,5,0,14.7,7,9,26.8,148.17
CUST000635,0,55.6,Tablet,Tier 2,120.5,Credit Card,Female,1.7,6,Others,5,Divorced,8,0,15.5,1,6,20.4,240.69
CUST000636,0,14.1,Computer,Tier 2,100.4,Credit Card,Male,4.5,1,Others,2,Single,7,1,19.4,13,2,1.0,215.41
CUST000637,0,24.0,Computer,Tier 2,43.3,Debit Card,Female,4.7,1,Laptop & Accessory,4,Divorced,4,0,17.0,14,16,1.9,219.96
CUST000638,0,9.1,Mobile Phone,Tier 1,35.2,E-wallet,Female,3.4,1,Fashion,5,Divorced,18,1,21.1,8,2,38.0,207.57
CUST000639,0,59.5,Mobile Phone,Tier 2,90.1,Credit Card,Male,3.3,3,Fashion,1,Single,5,0,11.8,1,3,28.0,251.59
CUST000640,0,55.6,Mobile Phone,Tier 2,49.4,UPI,Male,2.3,5,Others,4,Married,16,1,12.9,16,1,24.1,228.69
CUST000641,0,32.4,Mobile Phone,Tier 3,74.1,UPI,Female,4.2,5,Grocery,4,Married,14,0,18.5,9,9,43.4,322.07
CUST000642,0,50.5,Tablet,Tier 2,5.8,E-wallet,Female,4.8,1,Laptop & Accessory,2,Married,19,0,16.1,8,14,8.0,285.82
CUST000643,0,31.3,Tablet,Tier 2,12.6,Credit Card,Male,3.9,3,Grocery,2,Married,14,0,15.4,1,10,11.9,159.56
CUST000644,0,37.4,Computer,Tier 3,70.3,Debit Card,Male,3.1,3,Mobile Phone,3,Single,9,0,12.0,16,11,34.8,263.3
CUST000645,0,5.3,Mobile Phone,Tier 3,74.1,Debit Card,Male,3.0,1,Fashion,3,Divorced,6,0,24.4,10,4,35.7,148.22
CUST000646,1,45.3,Mobile Phone,Tier 1,96.7,Debit Card,Male,4.2,6,Fashion,1,Divorced,17,0,21.4,16,5,18.6,276.03
CUST000647,0,7.7,Computer,Tier 3,21.1,UPI,Male,2.7,6,Grocery,4,Single,19,0,12.8,9,16,43.7,133.2
CUST000648,0,49.6,Mobile Phone,Tier 1,67.6,Credit Card,Female,4.0,2,Laptop & Accessory,1,Married,12,0,12.0,5,7,43.2,206.55
CUST000649,1,46.9,Mobile Phone,Tier 3,28.7,Credit Card,Female,2.5,1,Fashion,1,Divorced,4,0,25.6,15,1,0.6,277.89
CUST000650,0,42.5,Mobile Phone,Tier 3,16.4,UPI,Female,0.3,2,Grocery,2,Single,16,1,21.2,0,3,7.9,163.03
CUST000651,0,2.2,Mobile Phone,Tier 1,55.1,Debit Card,Female,1.9,6,Laptop & Accessory,1,Single,11,0,17.3,2,14,37.7,288.35
CUST000652,0,18.2,Mobile Phone,Tier 3,24.9,Debit Card,Male,2.2,6,Grocery,1,Married,22,0,21.5,14,3,15.4,244.93
CUST000653,0,15.8,Computer,Tier 1,32.1,E-wallet,Male,0.7,1,Laptop & Accessory,5,Single,4,0,22.3,9,2,4.4,189.44
CUST000654,1,21.6,Mobile Phone,Tier 3,43.7,Cash on Delivery,Male,0.5,2,Others,3,Divorced,17,0,22.7,4,8,36.1,195.27
CUST000655,0,5.3,Computer,Tier 2,36.6,Credit Card,Female,2.7,2,Laptop & Accessory,3,Divorced,8,0,18.2,14,5,20.9,308.35
CUST000656,0,56.2,Mobile Phone,Tier 3,15.7,Credit Card,Male,0.4,1,Mobile Phone,4,Single,14,1,17.4,13,1,22.7,149.0
CUST000657,0,33.2,Tablet,Tier 1,16.0,Credit Card,Male,1.5,2,Others,3,Divorced,2,0,11.2,14,12,8.6,256.01
CUST000658,0,18.3,Tablet,Tier 3,28.6,Cash on Delivery,Female,3.7,4,Grocery,4,Single,11,0,24.9,9,2,30.4,259.14
CUST000659,0,23.8,Tablet,Tier 1,11.2,E-wallet,Female,4.8,6,Others,5,Divorced,11,0,20.0,8,1,25.4,307.55
CUST000660,0,26.8,Tablet,Tier 1,81.4,Cash on Delivery,Female,3.6,5,Others,3,Married,22,0,14.0,11,15,9.5,260.46
CUST000661,0,36.0,Computer,Tier 2,40.1,Debit Card,Male,5.0,3,Grocery,5,Divorced,6,1,24.8,6,6,15.7,231.51
CUST000662,1,30.9,Computer,Tier 2,39.1,Debit Card,Male,3.5,2,Grocery,3,Married,21,1,24.7,4,9,27.5,303.07
CUST000663,0,55.2,Mobile Phone,Tier 1,45.5,Credit Card,Female,1.5,2,Mobile Phone,3,Married,21,0,25.8,9,11,42.5,286.55
CUST000664,0,29.8,Tablet,Tier 3,85.9,UPI,Female,3.4,3,Grocery,5,Single,14,0,24.1,7,7,42.3,261.27
CUST000665,0,59.5,Computer,Tier 1,111.2,Credit Card,Male,3.5,2,Fashion,1,Married,10,0,26.0,15,5,13.2,107.33
CUST000666,0,51.1,Mobile Phone,Tier 1,97.6,UPI,Female,1.9,3,Fashion,1,Divorced,8,0,14.7,11,16,33.8,184.04
CUST000667,0,12.5,Mobile Phone,Tier 3,93.8,Cash on Delivery,Male,0.1,1,Mobile Phone,1,Divorced,7,0,23.6,8,12,35.7,242.18
CUST000668,0,55.8,Computer,Tier 3,64.1,Debit Card,Female,3.5,4,Laptop & Accessory,1,Married,8,0,23.3,9,13,37.2,217.51
CUST000669,0,7.0,Tablet,Tier 3,89.6,UPI,Female,0.1,4,Laptop & Accessory,3,Single,8,0,14.5,15,3,26.3,171.85
CUST000670,0,49.0,Mobile Phone,Tier 3,72.4,Cash on Delivery,Female,3.2,6,Fashion,2,Married,2,0,12.5,9,12,0.5,132.5
CUST000671,0,22.8,Tablet,Tier 1,31.4,Debit Card,Male,0.8,5,Grocery,5,Divorced,16,0,25.7,8,12,35.0,224.42
CUST000672,1,52.7,Tablet,Tier 1,30.4,UPI,Male,2.8,2,Mobile Phone,2,Divorced,9,1,15.4,2,8,4.9,164.33
CUST000673,0,52.1,Tablet,Tier 2,41.2,Credit Card,Female,2.5,5,Laptop & Accessory,2,Married,13,0,24.1,10,10,5.4,152.43
CUST000674,0,48.4,Mobile Phone,Tier 1,116.1,Credit Card,Male,0.1,1,Laptop & Accessory,4,Married,12,1,11.1,5,4,27.9,189.77
CUST000675,0,47.4,Tablet,Tier 3,71.8,Credit Card,Female,1.8,4,Others,1,Married,22,0,11.3,5,9,45.2,276.74
CUST000676,1,18.3,Mobile Phone,Tier 2,94.5,Cash on Delivery,Female,3.0,1,Fashion,3,Divorced,17,0,18.0,14,5,11.2,209.77
CUST000677,0,4.9,Tablet,Tier 3,47.3,Credit Card,Male,4.2,1,Grocery,1,Divorced,2,1,14.6,14,14,29.7,148.71
CUST000678,0,24.2,Mobile Phone,Tier 1,54.7,E-wallet,Male,4.4,2,Mobile Phone,1,Divorced,13,1,21.3,12,6,14.0,126.3
CUST000679,1,10.4,Tablet,Tier 2,20.3,Debit Card,Male,2.4,1,Laptop & Accessory,2,Single,1,0,19.5,4,5,41.3,212.27
CUST000680,1,41.7,Computer,Tier 3,25.9,Cash on Delivery,Male,3.6,4,Others,4,Divorced,19,0,12.2,13,10,27.3,278.73
CUST000681,1,20.8,Tablet,Tier 2,105.9,Credit Card,Female,1.6,5,Fashion,1,Divorced,11,1,13.4,1,12,9.5,246.88
CUST000682,0,58.5,Tablet,Tier 2,76.4,Debit Card,Male,1.7,4,Fashion,5,Single,5,0,16.8,11,11,12.1,152.23
CUST000683,0,38.5,Mobile Phone,Tier 1,46.2,UPI,Male,1.0,2,Mobile Phone,5,Single,1,0,13.8,13,7,19.9,198.26
CUST000684,0,49.3,Mobile Phone,Tier 3,102.9,Credit Card,Female,2.8,4,Laptop & Accessory,1,Single,20,1,22.9,14,7,5.6,292.43
CUST000685,1,8.0,Tablet,Tier 2,35.1,Debit Card,Female,1.6,3,Mobile Phone,2,Single,13,0,17.2,16,1,3.6,139.97
CUST000686,0,51.7,Computer,Tier 2,124.1,E-wallet,Female,0.4,5,Mobile Phone,2,Single,8,0,12.4,13,2,31.3,219.72
CUST000687,0,55.4,Computer,Tier 3,47.1,UPI,Female,3.4,3,Others,3,Single,6,0,18.3,4,7,18.7,180.15
CUST000688,0,29.2,Mobile Phone,Tier 2,46.2,E-wallet,Male,3.5,3,Fashion,4,Married,17,0,12.4,11,8,33.4,127.94
CUST000689,1,36.4,Computer,Tier 2,43.1,Debit Card,Male,1.8,6,Grocery,2,Married,12,0,12.9,9,16,5.1,111.23
CUST000690,0,45.9,Tablet,Tier 2,19.9,E-wallet,Female,0.4,2,Fashion,3,Married,1,0,14.6,7,4,28.1,225.07
CUST000691,0,10.5,Mobile Phone,Tier 3,18.6,Debit Card,Female,2.1,1,Fashion,5,Married,3,0,23.9,5,6,20.4,104.67
CUST000692,0,30.2,Tablet,Tier 3,84.1,Debit Card,Male,2.2,3,Others,5,Divorced,14,0,24.9,14,11,2.7,123.28
CUST000693,0,23.9,Mobile Phone,Tier 3,111.8,E-wallet,Male,3.3,4,Grocery,5,Single,8,0,23.4,11,12,25.1,178.2
CUST000694,0,8.8,Mobile Phone,Tier 3,101.4,Debit Card,Male,1.6,1,Laptop & Accessory,1,Divorced,11,0,16.0,5,10,3.8,109.79
CUST000695,0,22.1,Mobile Phone,Tier 1,22.2,Credit Card,Male,3.4,4,Grocery,4,Single,14,1,15.1,11,16,38.1,190.1
CUST000696,0,4.1,Mobile Phone,Tier 2,71.6,Debit Card,Male,4.4,4,Laptop & Accessory,3,Single,8,0,19.2,14,3,29.1,129.33
CUST000697,0,1.5,Computer,Tier 3,17.9,Cash on Delivery,Female,1.2,1,Grocery,4,Divorced,3,1,21.8,11,7,25.6,178.72
CUST000698,0,8.1,Tablet,Tier 2,10.5,Debit Card,Female,4.9,1,Mobile Phone,1,Married,7,0,25.9,8,11,6.1,278.01
CUST000699,0,57.8,Tablet,Tier 2,85.1,Cash on Delivery,Female,1.9,4,Grocery,3,Divorced,19,1,13.0,1,3,13.2,240.93
CUST000700,0,33.0,Tablet,Tier 1,70.3,Debit Card,Female,1.3,2,Others,3,Divorced,4,0,11.7,12,11,22.7,200.22
CUST000701,0,57.9,Mobile Phone,Tier 3,15.0,Debit Card,Male,2.1,5,Laptop & Accessory,2,Single,16,0,21.4,12,16,29.1,120.66
CUST000702,0,25.9,Computer,Tier 3,9.3,E-wallet,Female,0.5,6,Fashion,4,Single,13,1,23.5,7,7,8.4,239.31
CUST000703,0,18.7,Tablet,Tier 2,125.8,Credit Card,Male,0.6,5,Others,4,Single,20,1,23.7,12,12,0.4,136.83
CUST000704,0,30.4,Computer,Tier 3,8.7,Credit Card,Male,2.1,2,Laptop & Accessory,2,Married,19,0,21.2,3,11,15.9,117.23
CUST000705,0,26.4,Mobile Phone,Tier 2,59.2,UPI,Male,3.8,6,Laptop & Accessory,5,Divorced,5,0,25.3,5,12,22.2,249.4
CUST000706,1,6.3,Tablet,Tier 2,66.6,E-wallet,Male,4.5,1,Fashion,1,Divorced,5,0,18.7,5,11,8.5,305.21
CUST000707,0,38.4,Computer,Tier 1,19.3,E-wallet,Male,3.3,6,Mobile Phone,4,Married,20,1,24.7,11,8,22.6,203.63
CUST000708,1,13.0,Mobile Phone,Tier 1,25.6,Credit Card,Male,0.5,4,Others,2,Divorced,4,0,25.5,11,3,15.6,109.22
CUST000709,0,37.2,Computer,Tier 1,47.9,E-wallet,Male,3.4,5,Fashion,3,Divorced,2,0,23.7,16,2,20.9,298.07
CUST000710,0,39.0,Tablet,Tier 2,97.9,Credit Card,Female,3.2,6,Fashion,2,Single,13,0,15.6,6,12,16.0,115.07
CUST000711,1,9.1,Tablet,Tier 3,66.9,E-wallet,Male,4.0,4,Mobile Phone,5,Married,16,0,13.9,14,6,28.9,295.19
CUST000712,0,3.7,Mobile Phone,Tier 1,82.8,Debit Card,Female,4.1,2,Others,1,Single,22,1,19.2,16,16,2.0,188.16
CUST000713,0,46.8,Mobile Phone,Tier 3,125.2,Credit Card,Female,4.3,6,Fashion,5,Married,2,0,17.8,9,4,7.9,182.21
CUST000714,0,27.6,Mobile Phone,Tier 1,98.7,Credit Card,Male,2.1,4,Mobile Phone,3,Single,19,0,24.2,5,8,19.9,222.13
CUST000715,0,3.5,Computer,Tier 1,58.0,Cash on Delivery,Male,3.5,2,Others,3,Divorced,17,0,12.5,8,13,16.4,315.34
CUST000716,1,59.7,Computer,Tier 2,59.5,E-wallet,Female,1.3,1,Grocery,3,Married,5,0,14.9,14,15,18.0,302.22
CUST000717,1,3.5,Computer,Tier 1,80.5,E-wallet,Female,5.0,2,Laptop & Accessory,3,Married,18,0,22.3,15,14,37.0,205.82
CUST000718,1,41.7,Mobile Phone,Tier 1,86.2,Credit Card,Female,0.9,2,Mobile Phone,2,Single,21,0,12.4,7,2,40.8,256.56
CUST000719,0,59.0,Tablet,Tier 2,66.1,Debit Card,Female,0.1,5,Laptop & Accessory,3,Married,18,1,15.8,15,4,11.4,230.6
CUST000720,1,14.4,Tablet,Tier 3,83.7,Debit Card,Male,0.7,4,Grocery,3,Divorced,8,0,16.8,4,2,38.5,256.03
CUST000721,1,8.5,Computer,Tier 1,7.9,Debit Card,Male,3.9,6,Fashion,2,Divorced,15,0,20.3,13,14,21.1,286.6
CUST000722,0,7.3,Computer,Tier 2,57.4,E-wallet,Male,2.2,5,Fashion,3,Divorced,13,0,13.4,1,2,12.6,107.76
CUST000723,0,18.2,Tablet,Tier 1,39.0,Cash on Delivery,Female,2.2,3,Others,5,Single,13,0,23.9,2,2,45.3,173.3
CUST000724,1,6.1,Tablet,Tier 2,20.8,Credit Card,Male,4.8,2,Mobile Phone,5,Married,16,1,17.7,13,1,37.9,315.85
CUST000725,0,41.5,Computer,Tier 3,17.1,UPI,Female,4.6,3,Mobile Phone,4,Single,22,0,24.8,6,4,45.7,313.6
CUST000726,1,3.7,Computer,Tier 3,78.6,Cash on Delivery,Male,1.6,5,Others,5,Divorced,20,0,18.0,14,2,7.7,102.52
CUST000727,0,30.6,Tablet,Tier 2,68.9,UPI,Female,1.0,4,Laptop & Accessory,1,Married,13,0,15.1,16,9,6.6,145.32
CUST000728,1,59.8,Mobile Phone,Tier 2,35.9,Cash on Delivery,Male,4.2,5,Fashion,1,Divorced,20,0,13.1,0,9,23.2,323.6
CUST000729,0,48.8,Computer,Tier 2,62.5,Debit Card,Male,4.5,4,Fashion,1,Married,2,0,11.1,8,16,29.4,210.89
CUST000730,0,36.9,Tablet,Tier 3,65.1,E-wallet,Female,2.7,4,Mobile Phone,2,Married,3,1,19.0,13,11,7.9,228.89
CUST000731,0,18.4,Tablet,Tier 1,28.8,UPI,Female,3.1,1,Mobile Phone,5,Single,15,0,12.6,15,11,39.6,137.44
CUST000732,1,37.4,Tablet,Tier 3,84.6,Cash on Delivery,Female,1.3,2,Others,1,Married,19,0,16.9,12,7,24.5,301.23
CUST000733,0,31.6,Tablet,Tier 2,100.3,E-wallet,Female,4.0,5,Grocery,4,Divorced,13,0,19.8,5,6,18.9,152.03
CUST000734,0,25.6,Mobile Phone,Tier 2,101.6,UPI,Female,3.2,4,Laptop & Accessory,2,Married,5,0,15.1,0,12,27.7,142.67
CUST000735,0,7.8,Tablet,Tier 3,78.5,Credit Card,Male,2.5,5,Grocery,4,Divorced,22,0,13.6,3,3,29.2,151.33
CUST000736,1,53.2,Computer,Tier 2,67.4,Cash on Delivery,Female,0.3,5,Grocery,5,Single,6,1,22.6,2,14,2.0,306.91
